id_sess,block,trial,dual,lines_first,decision,task,side,coherence,mu,meanTilt,sdTilt,tOn,tOff,rr,acc,tResp,id,seq,signed_mu,signed_coherence,session,id_session
01zj01,1,1,0,1,1,orientation,-1,NaN,9.8106,-8.377,15.0393,1131685.473,1131685.778,0,1,0.1818,1,1,-9.8106,NaN,1,1_1.0
01zj01,1,1,0,1,2,motion,-1,0.7772,NaN,NaN,NaN,1131686.491,1131686.911,1,0,0.2173,1,1,NaN,-0.7772,1,1_1.0
01zj01,1,2,0,1,1,orientation,-1,NaN,10.9888,-10.5783,13.7069,1131689.486,1131689.791,0,1,0.2651,1,1,-10.9888,NaN,1,1_1.0
01zj01,1,2,0,1,2,motion,-1,0.4007,NaN,NaN,NaN,1131690.567,1131690.98,1,0,0.1955,1,1,NaN,-0.4007,1,1_1.0
01zj01,1,3,0,1,1,orientation,1,NaN,8.5804,8.8957,13.8581,1131693.658,1131693.962,1,1,0.2695,1,1,8.5804,NaN,1,1_1.0
01zj01,1,3,0,1,2,motion,-1,0.7401,NaN,NaN,NaN,1131694.743,1131695.147,0,1,0.1729,1,1,NaN,-0.7401,1,1_1.0
01zj01,1,4,0,1,1,orientation,1,NaN,0.8159,1.5254,15.3832,1131697.585,1131697.887,0,0,0.232,1,1,0.8159,NaN,1,1_1.0
01zj01,1,4,0,1,2,motion,-1,0.6604,NaN,NaN,NaN,1131698.612,1131698.963,0,1,0.2764,1,1,NaN,-0.6604,1,1_1.0
01zj01,1,5,0,1,1,orientation,1,NaN,9.8115,10.8135,15.8409,1131701.694,1131701.996,1,1,0.3636,1,1,9.8115,NaN,1,1_1.0
01zj01,1,5,0,1,2,motion,-1,0.4852,NaN,NaN,NaN,1131702.949,1131703.299,0,1,0.4044,1,1,NaN,-0.4852,1,1_1.0
01zj01,1,6,0,1,1,orientation,1,NaN,11.6238,12.4026,16.309,1131705.68,1131705.983,1,1,0.2808,1,1,11.6238,NaN,1,1_1.0
01zj01,1,6,0,1,2,motion,1,0.6824,NaN,NaN,NaN,1131706.788,1131707.136,1,1,0.2003,1,1,NaN,0.6824,1,1_1.0
01zj01,1,7,0,1,1,orientation,-1,NaN,8.3889,-7.0372,14.0371,1131709.855,1131710.157,0,1,0.202,1,1,-8.3889,NaN,1,1_1.0
01zj01,1,7,0,1,2,motion,1,0.4807,NaN,NaN,NaN,1131710.87,1131711.218,1,1,0.3415,1,1,NaN,0.4807,1,1_1.0
01zj01,1,8,0,1,1,orientation,1,NaN,2.661,2.2895,15.0643,1131713.882,1131714.184,0,0,0.1435,1,1,2.661,NaN,1,1_1.0
01zj01,1,8,0,1,2,motion,1,0.6757,NaN,NaN,NaN,1131714.837,1131715.185,1,1,0.343,1,1,NaN,0.6757,1,1_1.0
01zj01,1,9,0,1,1,orientation,1,NaN,5.8415,9.3743,16.6165,1131717.99,1131718.292,1,1,0.1955,1,1,5.8415,NaN,1,1_1.0
01zj01,1,9,0,1,2,motion,-1,0.7369,NaN,NaN,NaN,1131719.028,1131719.379,0,1,0.2285,1,1,NaN,-0.7369,1,1_1.0
01zj01,1,10,0,1,1,orientation,-1,NaN,3.6762,-2.9783,15.1954,1131721.997,1131722.299,0,1,0.1889,1,1,-3.6762,NaN,1,1_1.0
01zj01,1,10,0,1,2,motion,1,0.4244,NaN,NaN,NaN,1131722.996,1131723.345,1,1,0.4543,1,1,NaN,0.4244,1,1_1.0
01zj01,1,11,0,1,1,orientation,1,NaN,1.2676,0.9579,14.9216,1131725.897,1131726.202,0,0,0.3497,1,1,1.2676,NaN,1,1_1.0
01zj01,1,11,0,1,2,motion,1,0.3089,NaN,NaN,NaN,1131727.063,1131727.474,1,1,0.2934,1,1,NaN,0.3089,1,1_1.0
01zj01,1,12,0,1,1,orientation,-1,NaN,4.0526,-3.9444,15.2977,1131729.686,1131729.988,0,1,0.2761,1,1,-4.0526,NaN,1,1_1.0
01zj01,1,12,0,1,2,motion,1,0.4648,NaN,NaN,NaN,1131730.756,1131731.103,1,1,0.3769,1,1,NaN,0.4648,1,1_1.0
01zj01,1,13,0,1,1,orientation,-1,NaN,3.7346,-3.4886,16.5789,1131733.978,1131734.282,0,1,0.5259,1,1,-3.7346,NaN,1,1_1.0
01zj01,1,13,0,1,2,motion,1,0.7546,NaN,NaN,NaN,1131735.333,1131735.681,1,1,0.3105,1,1,NaN,0.7546,1,1_1.0
01zj01,1,14,0,1,1,orientation,1,NaN,5.0814,5.5926,14.2213,1131738.599,1131738.901,1,1,0.4991,1,1,5.0814,NaN,1,1_1.0
01zj01,1,14,0,1,2,motion,1,0.7399,NaN,NaN,NaN,1131739.892,1131740.245,1,1,0.3231,1,1,NaN,0.7399,1,1_1.0
